1.0000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4999999999999999,0.5000000000000002,0,0,0,0,-0.49999999999999933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5000000000000004,0,0.5000000000000006,0,0,0,0,0,0,0,0,-0.4999999999999997,0,0,0,0,0,0,0,0,0
-0.24999999999999983,0,0,0.2500000000000002,0,0,0,0,0,0,0,0,0,0,0,-0.24999999999999958,0,0,0,0,0
-0.24999999999999978,0,0,0,0.2500000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2500000000000006,0,0
-0.24999999999999994,0,0,0,0,0.2500000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25000000000000067
0,0,0,0,0,0,0.9999999999999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.4999999999999987,0.4999999999999999,0,0,0,-0.49999999999999856,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.2499999999999996,0,0.24999999999999997,0,0,0,0,0,0,-0.24999999999999992,0,0,0,0,0
0,0,0,0,0,0,-0.24999999999999947,0,0,0.2500000000000005,0,0,0,0,0,0,0,0,-0.2500000000000004,0,0
0,0,0,0,0,0,-0.2499999999999995,0,0,0,0.25000000000000006,0,0,0,0,0,0,0,0,0,-0.24999999999999978
0,0,0,0,0,0,0,0,0,0,0,0.9999999999999996,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.24999999999999978,0.24999999999999994,0,0,-0.2499999999999996,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.24999999999999967,0,0.24999999999999975,0,0,0,0,-0.24999999999999897,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.24999999999999994,0,0,0.24999999999999975,0,0,0,0,0,-0.24999999999999928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24999999999999983,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12499999999999989,0.12499999999999999,0,-0.12499999999999997,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125,0,0.12500000000000006,0,0,-0.12499999999999993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12499999999999996,0.12500000000000006,-0.1249999999999999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24999999999999986
